@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,5-7,13-15-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute gongzuoshidianya numeric
@attribute dianjiewendu numeric
@attribute fenzibi numeric
@attribute alfjialiaoshiji numeric
@attribute lvshuiping numeric
@attribute dianjiezhishuiping numeric
@attribute dianliuxiaolv numeric

@data
0.405204,0.307692,0.71875,0.689655,0.576923,1,0
0.669145,0.5,0.71875,0.551724,0.576923,0.615385,0
0.572491,0.461538,0.71875,0.551724,0.730769,0.846154,0
0.420074,0.5,0.5,0.344828,0.807692,0.692308,0
0.550186,0.230769,0.6875,0.068966,0.5,0.615385,0
0.568773,0.307692,0.5,0.172414,0.730769,0.692308,0
0.565056,0.384615,0.5625,0.241379,0.615385,0.692308,0
0.405204,0.384615,0.59375,0.172414,0.576923,0.692308,0
0.442379,0.384615,0.5625,0.241379,0.730769,0.615385,0
0.542751,0.461538,0.6875,0.344828,0.653846,0.538462,0
0.081784,0,0.59375,0,0.730769,0.615385,0
0.464684,0.153846,0.53125,0.172414,0.730769,0.538462,0
0.531599,0.153846,0.53125,0.172414,0.692308,0.615385,0
0.486989,0.384615,0.5625,0.172414,0.653846,0.538462,0
0.542751,0.269231,0.0625,0,0.576923,0.692308,0
0.408922,0.346154,0.6875,0.241379,0.615385,0.538462,0
0.442379,0.5,0.5625,0.448276,0.653846,0.692308,0
0.594796,0.538462,0.59375,0.241379,0.730769,0.384615,0
0.29368,0.346154,0,0,0.730769,0.692308,0
0.713755,0.653846,0.3125,0.344828,0.807692,0.692308,0.451839
0.587361,0.461538,0.5625,0.37931,0.653846,0.692308,0.451839
0.568773,0.5,0.59375,0.448276,0.730769,0.846154,0.451839
0.654275,0.5,0.5,0.37931,0.576923,0.769231,0.451839
0.509294,0.346154,0.4375,0.37931,0.884615,0.538462,0.451839
0.881041,0.461538,0.59375,0.37931,0.653846,0.538462,0.451839
0.962825,0.423077,0.78125,0.310345,0.461538,0.615385,0.451839
0.446097,0.384615,0.5,0.482759,0.653846,0.615385,0.451839
0.527881,0.307692,0.71875,0.310345,0.653846,0.769231,0.451839
0.527881,0.307692,0.5625,0.206897,0.653846,0.769231,0.451839
0.431227,0.538462,0.65625,0.37931,0.884615,0.615385,0.451839
0.524164,0.5,0.4375,0.482759,0.769231,0.769231,0.451839
0.628253,0.307692,0.625,0.344828,0.730769,0.769231,0.451839
0.713755,0.461538,0.625,0.551724,0.653846,0.692308,0.451839
0.717472,0.461538,0.625,0.62069,0.884615,0.307692,0.451839
0.39777,0.538462,0.53125,0.482759,0.730769,0.769231,0.451839
0.750929,0.230769,0.53125,0.103448,0.730769,0.846154,0.451839
0.799257,0.576923,0.6875,0.344828,0.692308,0.538462,0.451839
0.412639,0.307692,0.625,0.37931,0.730769,0.769231,0.451839
0.959108,0.807692,0.5625,0.448276,0.653846,0.692308,0.451839
0.561338,0.307692,0.25,0.241379,0.846154,0.692308,0.451839
0.420074,0.692308,0.53125,0.62069,0.769231,0.769231,0.451839
0.657993,0.423077,0.625,0.482759,0.615385,0.923077,0.451839
0.394052,0.538462,0.625,0.655172,0.692308,0.692308,0.451839
0.527881,0.269231,0.5,0.103448,0.730769,0.692308,0.451839
0.635688,0.615385,0.3125,0.344828,0.769231,0.538462,0.451839
0.494424,0.5,0.5625,0.37931,0.653846,0.769231,0.451839
0.821561,0.423077,0.59375,0.37931,0.807692,0.615385,0.451839
0.95539,0.384615,0.6875,0.344828,0.5,0.538462,0.451839
0.918216,0.5,0.59375,0.37931,0.653846,0.846154,0.451839
0.851301,0.730769,0.6875,0.448276,0.653846,0.846154,0.451839
0.490706,0.615385,0.53125,0.37931,0.884615,0.384615,0.451839
0.799257,0.769231,0.53125,0.37931,0.730769,0.769231,0.451839
0.479554,0.269231,0.40625,0.034483,0.653846,0.615385,0.451839
0.553903,0.423077,0.375,0.103448,0.653846,0.692308,0.451839
0.513011,0.576923,0.5,0.241379,0.807692,0.615385,0.451839
0.498141,0.346154,0.5,0.448276,0.692308,0.769231,0.451839
0.553903,0.307692,0.4375,0.310345,0.769231,0.538462,0.451839
0.490706,0.192308,0.625,0.344828,0.730769,0.307692,0.451839
0.628253,0.307692,0.46875,0,0.653846,0.846154,0.451839
0.527881,0.269231,0.53125,0.37931,0.730769,0.538462,0.451839
0.423792,0.346154,0.5,0.37931,0.730769,0.769231,0.451839
0.561338,0.461538,0.53125,0.655172,0.730769,0.692308,0.451839
0.494424,0.615385,0.65625,0.689655,0.769231,0.769231,0.451839
0.654275,0.461538,0.5625,0.827586,0.807692,0.692308,0.451839
0.442379,0.384615,0.40625,0.206897,0.769231,0.461538,0.451839
0.654275,0.384615,0.625,0.482759,0.653846,0.461538,0.451839
0.576208,0.269231,0.1875,0.103448,0.615385,0.769231,0.451839
0.802974,0.576923,0.375,0.103448,0.769231,0.615385,0.451839
0.60223,0.461538,0.46875,0.068966,0.692308,0.461538,0.451839
0.379182,0.384615,0.625,0.344828,0.730769,0.538462,0.451839
0.501859,0.576923,0.59375,0.482759,0.769231,0.846154,0.451839
0.431227,0.576923,0.4375,0.482759,0.730769,0.615385,0.451839
0.453532,0.307692,0.4375,0.310345,0.730769,0.615385,0.451839
0.394052,0.307692,0.5625,0.37931,0.769231,0.769231,0.451839
0.386617,0.653846,0.46875,0.655172,0.653846,0.846154,0.451839
0.494424,0.461538,0.46875,0.172414,0.769231,0.692308,0.451839
0.72119,0.538462,0.75,0.517241,0,0.615385,0.453272
0.304833,0.307692,0.46875,0.482759,0.730769,0.846154,0.456615
0.635688,0.384615,0.6875,0.241379,0.653846,0.692308,0.459321
0.449814,0.384615,0.625,0.172414,0.692308,0.692308,0.459321
0.639405,0.423077,0.75,0.62069,0.692308,0.769231,0.459321
0.717472,0.384615,0.53125,0.172414,0.730769,0.769231,0.459321
0.639405,0.307692,0.53125,0.068966,0.653846,0.769231,0.459321
0.472119,0.307692,0.75,0.068966,0.692308,0.769231,0.459321
0.561338,0.5,0.5,0.517241,0.653846,0.615385,0.459321
0.289963,0.307692,0.53125,0,0.769231,0.538462,0.459321
0.360595,0.615385,0.625,0.482759,0.615385,0.769231,0.459321
0.672862,0.423077,0.71875,0.344828,0.615385,0.769231,0.459321
0.557621,0.615385,0.6875,0.310345,0.653846,0.384615,0.459321
0.72119,0.5,0.625,0.172414,0.653846,0.538462,0.459321
0.583643,0.384615,0.40625,0,0.769231,0.615385,0.459321
0.63197,0.461538,0.65625,0.241379,0.576923,0.307692,0.459321
0.427509,0.461538,0.625,0.517241,0.769231,0.769231,0.459321
0.684015,0.423077,0.625,0.172414,0.653846,0.846154,0.459321
0.758364,0.653846,0.71875,0.517241,0.730769,0.692308,0.459321
0.576208,0.538462,0.5625,0.37931,0.653846,0.769231,0.459321
0.513011,0.269231,0.59375,0,0.730769,0.615385,0.459321
0.453532,0.269231,0.46875,0.103448,0.846154,0.769231,0.459321
0.851301,0.384615,0.5,0.344828,0.730769,0.615385,0.459321
0.505576,0.269231,0.5625,0.448276,0.807692,0.769231,0.459321
0.516729,0.423077,0.59375,0.37931,0.807692,0.692308,0.459321
0.762082,0.5,0.65625,0.37931,0.807692,0.692308,0.459321
0.553903,0.307692,0.4375,0.172414,0.769231,0.538462,0.459321
0.460967,1,0.40625,0,0.730769,0.692308,0.459321
0.657993,0.461538,0.5625,0.206897,0.692308,0.615385,0.459321
0.572491,0.538462,0.5625,0.344828,0.730769,0.615385,0.459321
0.513011,0.538462,0.34375,0.37931,0.730769,0.538462,0.459321
0.877323,0.576923,0.65625,0.37931,0.769231,0.846154,0.459321
0.992565,0.423077,0.5625,0.37931,0.653846,0.692308,0.459321
0.483271,0.538462,0.4375,0,0.807692,0.615385,0.459321
0.542751,0.5,0.625,0.37931,0.730769,0.461538,0.459321
0.754647,0.576923,0.59375,0.448276,0.807692,0.538462,0.459321
0.66171,0.538462,0.53125,0.448276,0.769231,0.538462,0.459321
0.539033,0.653846,0.5625,0.482759,0.807692,0.615385,0.459321
0.572491,0.692308,0.5625,0.482759,0.807692,0.538462,0.459321
0.605948,0.423077,0.46875,0.310345,0.807692,0.615385,0.459321
0.535316,0.423077,0.53125,0.37931,0.807692,0.538462,0.459321
0.769517,0.5,0.6875,0.310345,0.576923,0.538462,0.459321
1,0.269231,0.875,0.344828,0.653846,0.923077,0.459321
0.773234,0.461538,0.75,0.517241,0.692308,0.538462,0.953988
0.669145,0.346154,0.5625,0.37931,0.884615,0.538462,0.953988
0.6171,0.230769,0.40625,0.37931,0.730769,0.615385,0.953988
0.799257,0.692308,0.53125,0.37931,0.807692,0.692308,0.953988
0.501859,0.5,0.625,0.482759,0.846154,0.692308,0.953988
0.30855,0.538462,0.53125,0.37931,0.692308,0.615385,0.953988
0.490706,0.384615,0.5,0.344828,0.769231,0.538462,0.953988
0.483271,0.346154,0.5625,0.448276,0.846154,0.692308,0.953988
0.542751,0.461538,0.625,0.344828,0.692308,0.692308,0.953988
0.605948,0.307692,0.5625,0.310345,0.884615,0.538462,0.953988
0.69145,0.307692,0.40625,0.310345,0.807692,0,0.953988
0.505576,0.538462,0.5,0.344828,0.769231,0.461538,0.953988
0.449814,0.538462,0.5625,0.37931,0.692308,0.615385,0.96163
0.390335,0.5,0.5625,0.206897,0.730769,0.692308,0.96163
0.643123,0.346154,0.625,0.103448,0.807692,0.230769,0.96163
0.457249,0.961538,0.65625,0,0.807692,0.615385,0.96163
0.390335,0.653846,0.5625,0.448276,0.884615,0.461538,0.96163
0.386617,0.692308,0.59375,0,0.807692,0.307692,0.96163
0.605948,0.384615,0.5625,0,0.653846,0.692308,0.96163
0.687732,0.461538,0.59375,0.206897,0.653846,0.538462,0.96163
0.479554,0.615385,0.5,0.62069,0.730769,0.769231,0.96163
0.561338,0.692308,0.40625,0.655172,0.807692,0.538462,0.96163
0.379182,0.384615,0.40625,0,0.846154,0.615385,0.96163
0.542751,0.5,0.40625,0,0.730769,0.769231,0.96163
0.520446,0.307692,0.375,0.172414,0.807692,0.692308,0.96163
0.371747,0.384615,0.59375,0.482759,0.730769,0.692308,0.96163
0.431227,0.461538,0.5625,0.62069,0.692308,0.769231,0.96163
0.479554,0.076923,0.40625,0.310345,0.923077,0.538462,0.96163
0.743494,0.615385,0.75,0.551724,0.846154,0.769231,0.96163
0.565056,0.692308,0.5625,0.344828,0.807692,0.461538,0.96163
0.546468,0.5,0.625,0.448276,0.846154,0.538462,0.96163
0.423792,0.423077,0.40625,0,0.769231,0.692308,0.96163
0.710037,0.5,0.75,0.37931,0.615385,0.769231,0.96163
0.832714,0.307692,0.5625,0.206897,0.884615,0.615385,0.96163
0.464684,0.5,0.65625,0.448276,0.769231,0.615385,0.96163
0.423792,0.653846,0.5625,0,0.730769,0.769231,0.96163
0.780669,0.461538,0.53125,0.172414,0.884615,0.615385,0.96163
0.39777,0.923077,0.5625,0,0.730769,0.769231,0.96163
0.67658,0.730769,0.5625,0.241379,0.769231,0.692308,0.96163
0.613383,0.615385,0.40625,0.344828,0.807692,0.461538,0.96163
0.576208,0.423077,0.5,0.310345,0.846154,0.692308,0.96163
0.401487,0.423077,0.90625,0.62069,0.653846,0.615385,0.965928
0.67658,0.576923,0.25,0.310345,0.846154,0.461538,0.969272
0.539033,0.307692,0.5625,0.172414,0.884615,0.692308,0.969272
0.531599,0.269231,0.40625,0.172414,0.807692,0.692308,0.969272
0.516729,0.384615,0.46875,0.068966,0.846154,0.461538,0.969272
0.583643,0.153846,0.34375,0.068966,0.769231,0.692308,0.969272
0.531599,0.769231,0.625,0,0.807692,0.615385,0.969272
0.524164,0.307692,0.625,0.172414,0.807692,0.461538,0.969272
0.546468,0.615385,0.59375,0.241379,0.807692,0.692308,0.969272
0.698885,0.423077,0.3125,0.172414,0.961538,0.461538,0.969272
0.736059,0.615385,0.59375,0.482759,0.884615,0.692308,0.969272
0.3829,0.423077,0.59375,0,0.807692,0.615385,0.969272
0.453532,0.423077,0.5,0.172414,0.846154,0.615385,0.969272
0.594796,0.230769,0.59375,0,0.884615,0.692308,0.969272
0.680297,0.692308,0.5625,0.344828,0.769231,0.461538,0.972138
0.546468,0.538462,0.5625,0.37931,0.730769,0.615385,0.972138
0.356877,0.615385,0.59375,0.37931,0.807692,0.769231,0.972138
0.568773,0.538462,0.5,0.172414,0.730769,0.692308,0.972138
0.605948,0.346154,0.4375,0,0.846154,0.615385,0.972138
0.591078,0.461538,0.5625,0.206897,0.807692,0.923077,0.976914
0.680297,0.153846,0.625,0.068966,0.807692,0.538462,0.976914
0.3829,0.730769,0.59375,0,0.884615,0.538462,0.976914
0.680297,0.076923,0.59375,0,0.769231,0.769231,0.97978
0.479554,0.884615,0.65625,0,1,0.538462,0.982646
0.832714,0.115385,0.5625,0.241379,0.807692,0.846154,0.982646
0.561338,0.307692,0.5,0.103448,0.730769,0.769231,0.982646
0.494424,0.538462,0.40625,0.103448,0.692308,0.769231,0.984716
0.319703,0.423077,0.59375,0.517241,0.769231,0.692308,0.984716
0.472119,0.538462,0.53125,0.517241,0.653846,0.076923,0.984716
0.535316,0.076923,0.59375,0.172414,0.769231,0.538462,0.984716
0.449814,0.269231,0.5,0.103448,0.692308,0.615385,0.984716
0.423792,0.346154,0.40625,0,0.730769,0.692308,0.984716
0.472119,0.461538,0.59375,0.241379,0.807692,0.461538,0.992357
0.553903,0.192308,0.59375,0.241379,0.576923,0.538462,0.992357
0.420074,0.230769,0.3125,0.206897,0.576923,0.461538,0.992357
0.475836,0.230769,0.75,0.517241,0.769231,0.692308,0.992357
0.817844,0.423077,0.90625,0.241379,0.730769,0.615385,0.992357
0.64684,0.307692,0.65625,0.344828,0.769231,0.769231,0.992357
0.750929,0.5,0.5625,0.517241,0.730769,0.615385,0.992357
0.527881,0.269231,0.5,0.344828,0.807692,0.615385,0.992357
0.561338,0.461538,0.59375,0.344828,0.846154,0.769231,0.992357
0.572491,0.384615,0.4375,0,0.730769,0.230769,0.992357
0.479554,0.153846,0.65625,0.068966,0.807692,0.769231,0.992357
0.453532,0.423077,0.59375,0.172414,0.769231,0.692308,0.992357
0.531599,0.269231,0.5625,0.551724,0.769231,0.538462,0.992357
0.412639,0.576923,0.53125,0.448276,0.730769,0.538462,0.992357
0.431227,0.538462,0.53125,0.517241,0.653846,0.538462,0.992357
0.520446,0.653846,0.625,0.482759,0.807692,0.615385,0.993154
0.936803,0.538462,0.46875,0.172414,0.769231,0.538462,0.999841
0.342007,0.423077,0.71875,0.241379,0.730769,0.615385,1
0.643123,0.423077,0.6875,0.517241,0.692308,0.692308,1
0.223048,0.346154,0.625,0,0.730769,0.538462,1
0.204461,0.769231,0.6875,0,0.730769,0.538462,1
0.64684,0.884615,0.65625,0.62069,0.653846,0.461538,1
0.479554,0.576923,0.5,0.517241,0.730769,0.538462,1
0.576208,0.653846,0.3125,0.448276,0.730769,0.692308,1
0.669145,0.307692,0.4375,0.206897,0.730769,0.769231,1
0.687732,0.038462,0.59375,0.37931,0.769231,0.538462,1
0.98513,0.384615,0.34375,0,0.769231,0.692308,1
