@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,5-7,14-15-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R1'

@attribute gongzuoshidianya numeric
@attribute dianjiewendu numeric
@attribute fenzibi numeric
@attribute alfjialiaoshiji numeric
@attribute lvshuiping numeric
@attribute dianjiezhishuiping numeric
@attribute dianliuxiaolv numeric

@data
0.586614,0.318182,0.905109,0.333333,0.615385,0.7,0.785739
0.822834,0.5,0.919708,0.333333,0.307692,0.3,0.785739
0.68504,0.636364,0.912409,0.512821,0.461538,0.9,0.357215
0.559055,0.363636,0,0.512821,0.230769,0.7,0.785739
0.614173,0.727273,0.992701,0.589744,0.461538,0.5,0.357215
0.84252,0.454545,0.883212,0.051282,0.615385,0.5,0.785739
0.771653,0.409091,0.934307,0.666667,0,0.8,0.785739
0.594488,0.545455,0.948905,0.666667,0.384615,0.7,0.357215
0.547244,0.909091,0.992701,0.666667,0.538462,0.6,0.785739
0.629922,0.772727,0.875912,0.384615,0.461538,0.7,0.785739
0.637795,0.5,0.927007,0.384615,0.615385,0.6,0.357215
0.681103,0.454545,0.927007,0.512821,0.076923,0.7,0.785739
0.736221,0.590909,0.839416,0,0.307692,0.6,0.785739
0.649607,0.545455,0.875912,0.384615,0.461538,0.7,0.785739
0.614173,0.681818,0.912409,0.461538,0.461538,0.7,0.142954
1,0.636364,0.948905,0.512821,0.615385,0.7,0.785739
0.653544,0.409091,0.912409,0.512821,0.230769,0.7,0.785739
0.661417,0.545455,0.934307,0.461538,0.615385,0.6,0.785739
0.732284,0.681818,0.912409,0.461538,0.615385,0.8,0.142954
0.598425,0.545455,0.919708,0.384615,0.307692,0.7,0.357215
0.901574,0.681818,0.956204,0.589744,0.307692,0.4,0.785739
0.814961,0.818182,0.839416,0,0.461538,0.4,0.785739
0.653544,0.363636,0.905109,0.461538,0.615385,0.4,0.785739
0.755906,0.318182,0.905109,0.333333,0.615385,0.7,0.357215
0.586614,0.818182,0.985401,0.846154,0.384615,0.7,0.142954
0.755906,0.545455,0.927007,0.461538,0.307692,0.8,0.785739
0.649607,0.636364,0.839416,0.589744,0.384615,0.7,0.357215
0.704725,0.181818,0.883212,0.128205,0.615385,0.7,0.785739
0.708662,0.772727,0.919708,0.25641,0.461538,0.6,0.357215
0.673229,0.590909,0.912409,0.512821,0.384615,0.9,0.357215
0.720472,0.181818,0.905109,0.461538,0.307692,0.8,0.357215
0.700788,0.636364,0.934307,0.333333,0.153846,0.4,0.785739
0.744094,0.5,0.912409,0.461538,0.307692,0.9,0.357215
0.582677,0.772727,0.912409,0.512821,0.307692,0.6,0.142954
0.551182,0.681818,0.934307,0.25641,0.384615,0.6,0.785739
0.755906,0.227273,0.868613,0.128205,0.307692,0.8,0.785739
0.669291,0.454545,0.941606,0.384615,0.461538,0.8,0.785739
0.586614,0.636364,0.963504,0.384615,0.692308,0.5,0.785739
