@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,16-17-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute jialiaoliang numeric
@attribute jialiaocishu numeric
@attribute gongzuoshidianya numeric
@attribute zaosheng numeric
@attribute yangjixingchengri numeric
@attribute yangjixingchengdunlv numeric
@attribute dianjiewendu numeric
@attribute fenzibi numeric
@attribute alfjialiaoshiji numeric
@attribute lvshuiping numeric
@attribute dianjiezhishuiping numeric
@attribute fehanliang numeric
@attribute sihanliang numeric
@attribute shijichulvliang numeric

@data
0.571963,0.537975,0.263681,0.515152,0.90378,0.545455,0.351351,0.843972,0.121951,0.766667,0.82684,0.144,0.166667,1
0.520872,0.489451,0.199005,0.212121,0.886598,0.727273,0.459459,0.879433,0.170732,0.566667,0.82684,0.149333,0.166667,1
0.411215,0.415612,0.425374,0.151515,0.886598,0.318182,0.459459,0.950355,0.634146,0.633333,0.82684,0.162667,0.333333,1
0.42866,0.402954,0.21393,0.212121,0.90378,0.772727,0.405405,0.879433,0.317073,0.766667,0.78355,0.133333,0.166667,1
0.363863,0.341772,0.191543,0.151515,0.90378,0.772727,0.540541,0.886525,0.560976,0.733333,0.82684,0.08,0.166667,1
0.532087,0.5,0.171642,0.272727,0.917526,0.590909,0.324324,0.886525,0.243902,0.833333,0.78355,0.096,0.166667,1
0.484735,0.485232,0.049751,0.181818,0.893471,0.727273,0.297297,0.843972,0.121951,0.7,0.82684,0.125333,0.166667,1
0.308411,0.251055,0.370646,0.151515,0.90378,0.727273,0.486486,0.914894,0.756098,0.633333,0.82684,0.096,0.333333,0.965517
0.628037,0.590717,0.380597,0.181818,0.907216,0.772727,0.513514,0.929078,0.756098,0.666667,0.5671,0.034667,0.166667,1
0.697819,0.685654,0.069652,0.333333,0.886598,0.727273,0.324324,0.921986,0.04878,0.7,0.74026,0.117333,0.166667,1
0.49595,0.466245,0.529851,0.424242,0.890034,0.772727,0.27027,0.929078,0.317073,0.6,0.91342,0.064,0,1
0.605607,0.56962,0.375622,0.242424,0.890034,0.772727,0.324324,0.893617,0.170732,0.633333,0.87013,0.104,0.166667,1
0.532087,0.5,0.407961,0.484848,0.883162,0.818182,0.243243,0.907801,0.121951,0.566667,0.78355,0.064,0.166667,0.965517
0.504673,0.474684,0.609453,0.272727,0.90378,0.454545,0.459459,0.907801,0.487805,0.666667,0.61039,0.098667,0.166667,0.965517
0.571963,0.508439,0.323383,0.242424,0.896907,0.818182,0.486486,0.879433,0.243902,0.4,0.69697,0.205333,0.166667,0.97931
0.390654,0.440928,0.141791,0.30303,0.893471,0.727273,0.405405,0.879433,0.365854,0.266667,0.74026,0.112,0.166667,0.97931
0.631153,0.64346,0.452736,0.484848,0.910653,0.818182,0.324324,0.879433,0.121951,0.233333,0.65368,0.072,0.166667,0.97931
0.45919,0.476793,0.504974,0.212121,0.900344,0.363636,0.459459,0.943262,0.365854,0.2,0.82684,0.032,0.166667,0.97931
0.442991,0.540084,0.226368,0.151515,0.869416,0.681818,0.351351,0.865248,0.365854,0.533333,0.74026,0.077333,0.166667,0.97931
0.619938,0.535865,0.440299,0.212121,0.907216,0.772727,0.486486,0.914894,0.439024,0.533333,0.5671,0.058667,0,0.97931
0.515265,0.611814,0.415423,0.333333,0.893471,0.681818,0.432432,0.921986,0.365854,0.366667,0.82684,0.157333,0.166667,0.97931
0.537072,0.582278,0.465174,0.272727,0.907216,0.772727,0.486486,0.907801,0.365854,0.533333,0.91342,0.082667,0.166667,0.97931
0.522741,0.491561,0.11194,0.151515,0.893471,0.409091,0.756757,0.87234,0.365854,0.333333,0.65368,0.117333,0.166667,0.97931
0.493458,0.540084,0.522389,0.151515,0.896907,0.727273,0.513514,0.914894,0.439024,0.633333,0.82684,0.098667,0.166667,0.965517
0.557009,0.57173,0.084577,0.69697,0.893471,0.727273,0.135135,0.794326,0,0.633333,0.65368,0.090667,0.166667,1
0.45109,0.453586,0.666666,0.424242,0.910653,0.5,0.567568,0.93617,0.365854,0.8,0.78355,0.242667,0.166667,1
0.427414,0.388186,0.161692,0.575758,0.910653,0.636364,0.459459,0.893617,0.439024,0.8,0.74026,0.154667,0.166667,1
0.68785,0.698312,0.211443,0.090909,0.90378,0.681818,0.621622,0.907801,0.487805,0.666667,0.65368,0.2,0.333333,0.965517
0.600623,0.605485,0.256219,0.606061,0.90378,0.727273,0.297297,0.794326,0,0.733333,0.437229,0.088,0.166667,0.965517
0.431153,0.362869,0.5,0.242424,0.883162,0.727273,0.567568,0.893617,0.487805,0.766667,0.65368,0.090667,0.166667,0.965517
0.567601,0.611814,0.186567,0.636364,0.910653,0.772727,0.486486,0.879433,0.317073,0.766667,0.74026,0.168,0.166667,1
0.453583,0.455696,0.261194,0.30303,0.914089,0.772727,0.216216,0.851064,0.243902,0.666667,0.78355,0.16,0.166667,0.965517
0.276012,0.259494,0.445274,0.545455,0.879725,0.727273,0.405405,0.879433,0.365854,0.8,0.65368,0.085333,0.166667,0.965517
0.654206,0.626582,0.288557,0.363636,0.890034,0.454545,0.432432,0.886525,0.317073,0.833333,0.74026,0.128,0.333333,0.965517
0.82243,0.85865,0.649253,0.363636,0.900344,0.636364,0.405405,0.900709,0.243902,0.6,0.82684,0.085333,0.166667,1
0.52648,0.542194,0.574627,0.30303,0.896907,0.727273,0.351351,0.957447,0.487805,0.633333,0.65368,0.082667,0.166667,1
0.494081,0.493671,0.353234,0.242424,0.900344,0.727273,0.27027,0.929078,0.756098,0.833333,0.65368,0.117333,0.166667,0.965517
0.573209,0.580169,0.475125,0.272727,0.914089,0.772727,0.432432,0.893617,0.317073,0.7,0.87013,0.096,0.166667,0.965517
0.480374,0.451477,0.149254,0.151515,0.90378,0.727273,0.513514,0.914894,0.243902,0.633333,0.61039,0.090667,0.166667,0.965517
0.448598,0.421941,0.360697,0.121212,0.90378,0.363636,0.459459,0.950355,0.682927,0.633333,0.61039,0.130667,0.5,0.965517
0.453583,0.455696,0.171642,0.181818,0.900344,0.727273,0.486486,0.893617,0.560976,0.533333,0.74026,0.117333,0.166667,0.965517
0.745171,0.700422,0.199005,0.666667,0.907216,0.772727,0.243243,0.836879,0.170732,0.633333,0.78355,0.154667,0.333333,0.965517
0.48972,0.489451,0.181592,0.090909,0.896907,0.590909,0.567568,0.87234,0.365854,0.566667,0.61039,0.085333,0.166667,1
0.47352,0.474684,0.228856,0.393939,0.931271,0.772727,0.702703,0.87234,0.317073,0.566667,0.61039,0.173333,0.333333,0.965517
0.6081,0.601266,0.41791,0.30303,0.876289,0.727273,0.405405,0.914894,0.243902,0.5,0.74026,0.085333,0.166667,0.965517
0.54081,0.508439,0.189055,0.424242,0.900344,0.590909,0.378378,0.886525,0.365854,0.666667,0.5671,0.152,0.166667,1
0.735826,0.662447,0.181592,0.393939,0.907216,0.545455,0.459459,0.886525,0.04878,0.733333,0.5671,0.058667,0.166667,1
0.529595,0.49789,0.067164,0.212121,0.910653,0.318182,0.324324,0.801418,0,0.766667,0.65368,0.112,0.166667,1
0.578816,0.514768,0.388059,0.151515,0.900344,0.454545,0.513514,0.929078,0.804878,0.7,0.74026,0.08,0.333333,0.965517
0.691589,0.601266,0.41791,0.212121,0.893471,0.727273,0.486486,0.914894,0.487805,0.6,0.82684,0.088,0.166667,1
0.442368,0.445148,0.263681,0.666667,0.893471,0.772727,0.432432,0.886525,0.243902,0.566667,0.74026,0.101333,0.166667,0.965517
0.749533,0.704641,0.258707,0.878788,0.872852,0.545455,0.459459,0.836879,0.121951,0.7,0.61039,0.149333,0.166667,1
0.727103,0.71308,0.711442,0.878788,0.883162,0.772727,0.351351,0.921986,0.170732,0.7,0.437229,0.210667,0.166667,0.965517
0.74704,0.672996,0.544776,0.454545,0.896907,0.727273,0.486486,0.900709,0.439024,0.633333,0.74026,0.098667,0.166667,1
0.682243,0.670886,0.502487,0.575758,0.872852,0.454545,0.405405,0.900709,0.365854,0.566667,0.65368,0.072,0.166667,0.965517
0.483489,0.470464,0.517413,0.787879,0.917526,0.772727,0.513514,0.921986,0.439024,0.633333,0.65368,0.122667,0.166667,1
0.659813,0.649789,0.470149,0.424242,0.907216,0.727273,0.351351,0.93617,0.317073,0.666667,0.82684,0.048,0.166667,1
0.408723,0.383966,0.246268,0.272727,0.90378,0.545455,0.324324,0.921986,0.317073,0.766667,0.74026,0.157333,0.166667,1
0.466044,0.445148,0.283582,0.454545,0.890034,0.772727,0.567568,0.886525,0.365854,0.2,0.65368,0.162667,0.166667,1
0.765732,0.801688,0.375622,0.545455,0.883162,0.772727,0.162162,0.87234,0.121951,0.533333,0.220779,0.074667,0.166667,1
0.523988,0.56962,0.405472,0.30303,0.890034,0.681818,0.513514,0.93617,0.634146,0.266667,0.82684,0.093333,0.166667,1
0.617445,0.533755,0.480099,0.454545,0.879725,0.5,0.27027,0.836879,0.121951,0.533333,0.69697,0.061333,0.166667,1
0.552648,0.567511,0.480099,0.454545,0.893471,0.772727,0.540541,0.929078,0.487805,0.2,0.65368,0.029333,0.166667,1
0.786293,0.793249,0.363184,0.515152,0.151203,0.5,0.540541,0.787234,0.170732,0.333333,0.61039,0.088,0.166667,1
0.639252,0.582278,0.450249,0.212121,0.051546,0.727273,0.405405,0.893617,0.04878,0.4,0.65368,0.149333,0.166667,0.965517
0.624299,0.64135,0.41791,0.212121,0.910653,0.818182,0.243243,0.787234,0.04878,0.433333,0.74026,0.274667,0.333333,1
0.618069,0.683544,0.599502,0.272727,0.907216,0.5,0.567568,0.893617,0.439024,0.533333,0.74026,0.072,0.166667,1
0.365109,0.322785,0.10199,0.090909,0.907216,0.545455,0.675676,0.87234,0.560976,0.533333,0.78355,0.24,0.333333,1
0.659813,0.670886,0.626866,0.242424,0.924399,0.772727,0.351351,0.907801,0.121951,0.7,0.74026,0.176,0.166667,0.965517
0.507165,0.506329,0.495025,0.424242,0.890034,0.818182,0.405405,0.914894,0.317073,0.7,0.78355,0.117333,0.166667,0.965517
0.578816,0.544304,0.291045,0.666667,0.054983,0.5,0.486486,0.893617,0.317073,0.7,0.74026,0.117333,0.166667,1
0.645483,0.559072,0.226368,0.121212,0.890034,0.636364,0.594595,0.879433,0.439024,0.733333,0.78355,0.141333,0.333333,1
0.148287,0.139241,0.373134,0.181818,0.900344,0.454545,0.648649,0.907801,0.487805,0.7,0.69697,0.128,0.333333,0.965517
0.327726,0.379747,0.19403,0.181818,0.910653,0.772727,0.405405,0.921986,0.756098,0.766667,0.69697,0.130667,0.333333,1
0.399377,0.375527,0.365672,0.181818,0.920962,0.727273,0.702703,0.943262,0.634146,0.833333,0.65368,0.101333,0.333333,1
0.433645,0.436709,0.179104,0.575758,0.914089,0.409091,0.432432,0.865248,0.317073,0.7,0.74026,0.077333,0.166667,0.965517
0.491589,0.491561,0.256219,0.181818,0.907216,0.727273,0.432432,0.843972,0.121951,0.833333,0.82684,0.125333,0.333333,1
0.414953,0.390295,0.28607,0.363636,0.896907,0.681818,0.540541,0.87234,0.243902,0.9,0.69697,0.184,0.166667,1
0.585047,0.628692,0.569651,0.30303,0.893471,0.318182,0.486486,0.93617,0.487805,0.666667,0.78355,0.034667,0.166667,0.965517
0.635514,0.626582,0.597015,0.181818,0.907216,0.5,0.567568,0.93617,0.439024,0.633333,0.437229,0.048,0.166667,1
0.476012,0.476793,0.335821,0.060606,0.907216,0.727273,0.486486,0.921986,0.682927,0.833333,0.65368,0.122667,0.333333,1
0.478505,0.478903,0.410448,0.272727,0.869416,0.727273,0.405405,0.921986,0.365854,0.766667,0.87013,0.082667,0.333333,0.965517
0.319003,0.329114,0.512438,0.212121,0,0.363636,0.486486,0.893617,0.317073,0.7,0.87013,0.074667,0.333333,0.965517
0.233022,0.189873,0.20398,0.090909,0.900344,0.727273,0.297297,0.900709,0.317073,0.8,0.82684,0.144,0.166667,1
0.558879,0.525316,0.18408,0.30303,0.900344,0.681818,0.513514,0.879433,0.243902,0.633333,0.69697,0.117333,0.333333,0.965517
0.536449,0.533755,0.176617,0.242424,0.869416,0.681818,0.486486,0.886525,0.170732,0.8,0.74026,0.050667,0.166667,0.965517
0.426791,0.43038,0.144279,0.151515,0.893471,0.363636,0.378378,0.858156,0.121951,0.666667,0.82684,0.152,0.333333,0.965517
0.490966,0.432489,0.432836,0.30303,0.900344,0.409091,0.27027,0.907801,0.121951,0.666667,0.69697,0.114667,0.166667,1
0.568224,0.563291,0.139303,0.121212,0.886598,0.272727,0.567568,0.900709,0.317073,0.733333,0.65368,0.088,0.166667,1
0.603738,0.597046,0.139303,0.454545,0.907216,0.727273,0.216216,0.836879,0.04878,0.766667,0.65368,0.184,0.166667,1
0.378193,0.367089,0.121891,0.30303,0.907216,0.772727,0.540541,0.907801,0.243902,0.733333,0.74026,0.162667,0.166667,0.965517
0.381931,0.388186,0.370646,0.151515,0.900344,0.772727,0.351351,0.93617,0.439024,0.766667,0.74026,0.08,0.166667,1
0.717757,0.675105,0.355721,0.424242,0.900344,0.454545,0.432432,0.914894,0.121951,0.633333,0.65368,0.12,0.166667,0.965517
0.737695,0.664557,0.597015,0.424242,0.890034,0.681818,0.459459,0.921986,0.170732,0.633333,0.61039,0.037333,0.166667,0.965517
0.51838,0.487342,0.532338,0.181818,0.896907,0.545455,0.432432,0.929078,0.365854,0.733333,0.61039,0.077333,0.166667,1
0.610592,0.603376,0.345771,0.181818,0.869416,0.681818,0.486486,0.929078,0.439024,0.666667,0.74026,0.064,0.166667,0.965517
0.532087,0.5,0.430348,0.393939,0.945017,0.5,0.432432,0.921986,0.365854,0.633333,0.61039,0.037333,0.166667,1
0.435514,0.438819,0.457712,0.181818,0.890034,0.727273,0.594595,0.985816,0.634146,0.566667,0.74026,0.064,0.333333,0.965517
0.491589,0.462025,0.251244,0.272727,0.900344,0.681818,0.297297,0.900709,0.170732,0.7,0.69697,0.106667,0.166667,1
0.558255,0.628692,0.248756,0.151515,0.941581,0.727273,0.459459,0.900709,0.487805,0.4,0.78355,0.085333,0.166667,1
0.514019,0.483122,0.587064,0.363636,0.883162,0.727273,0.324324,0.93617,0.317073,0.2,0.74026,0.125333,0.166667,1
0.592523,0.510549,0.370646,0.30303,0.896907,0.272727,0.432432,0.900709,0.756098,0.566667,0.69697,0.034667,0.166667,1
0.467913,0.485232,0.440299,0.212121,0.893471,0.5,0.540541,0.93617,0.804878,0.2,0.65368,0.037333,0.166667,1
0.574455,0.540084,0.323383,0.545455,0.890034,0.727273,0.675676,0.907801,0.560976,0.333333,0.61039,0.042667,0.166667,1
0.517134,0.470464,0.415423,0.181818,0.896907,0.363636,0.324324,0.929078,0.560976,0.6,0.69697,0.109333,0.166667,1
0.405607,0.402954,0.487562,0.545455,0.900344,0.772727,0.621622,0.929078,0.682927,0.466667,0.65368,0.117333,0.166667,1
0.441121,0.421941,0.223881,0.333333,0.917526,0.454545,0.540541,0.886525,0.487805,0.266667,0.82684,0.114667,0.166667,1
0.505919,0.546414,0.609453,0.212121,0.893471,0.363636,0.594595,0.914894,0.756098,0.5,0.61039,0.064,0.166667,1
0.533956,0.508439,0.109453,0.151515,0.896907,0.727273,0.378378,0.829787,0.121951,0.666667,0.65368,0.242667,0.166667,1
0.44486,0.447257,0.064677,0.121212,0.890034,0.454545,0.702703,0.914894,0.243902,0.8,0.69697,0.184,0.166667,0.965517
0.361371,0.339662,0.514925,0.090909,0.90378,0.772727,0.72973,0.921986,0.560976,0.766667,0.5671,0.066667,0.166667,1
0.379439,0.386076,0.223881,0.363636,0.917526,0.772727,0.486486,0.914894,0.365854,0.7,0.74026,0.178667,0.166667,1
0.570093,0.518987,0.218906,0.484848,0.90378,0.681818,0.459459,0.886525,0.365854,0.766667,0.74026,0.138667,0.166667,0.965517
0.74704,0.755274,0.21393,0.212121,0.927835,0.772727,0.486486,0.914894,0.487805,0.7,0.69697,0.186667,0.333333,1
0.494081,0.493671,0.380597,0.545455,0.924399,0.454545,0.567568,0.893617,0.317073,0.8,0.52381,0.096,0.166667,1
0.490966,0.417722,0.385572,0.212121,0.896907,0.772727,0.324324,0.900709,0.365854,0.733333,0.69697,0.162667,0.5,1
0.476012,0.523207,0.19403,0.151515,0.90378,0.636364,0.540541,0.914894,0.365854,0.7,0.74026,0.2,0.333333,1
0.606231,0.599156,0.383085,0.272727,0.883162,0.5,0.432432,0.929078,0.243902,0.7,0.74026,0.144,0.333333,0.965517
0.556386,0.523207,0.323383,0.454545,0.931271,0.818182,0.297297,0.893617,0.243902,0.766667,0.78355,0.157333,0.166667,0.965517
0.379439,0.35654,0.440299,0.515152,0.90378,0.818182,0.432432,0.907801,0.439024,0.7,0.69697,0.085333,0.166667,1
0.583801,0.567511,0.619402,0.272727,0.879725,0.409091,0.567568,0.943262,0.439024,0.7,0.65368,0.138667,0.166667,1
0.841745,0.820675,0.452736,0.363636,0.85567,0.5,0.405405,0.93617,0.560976,0.733333,0.78355,0.12,0.166667,1
0.565732,0.561181,0.606965,0.454545,0.90378,0.727273,0.432432,0.921986,0.439024,0.666667,0.82684,0.130667,0.166667,0.965517
0.453583,0.42616,0.340795,0.121212,0.890034,0.727273,0.324324,0.914894,0.439024,0.633333,0.87013,0.101333,0.333333,0.965517
0.433645,0.436709,0.181592,0.242424,0.914089,0.545455,0.27027,0.921986,0.560976,0.7,0.82684,0.218667,0.333333,1
0.397508,0.373418,0.253731,0.242424,0.900344,0.772727,0.351351,0.929078,0.439024,0.766667,0.78355,0.173333,0.166667,1
0.706542,0.664557,0.582089,0.363636,0.890034,0.409091,0.324324,0.93617,0.317073,0.633333,0.82684,0.088,0.166667,1
0.410592,0.386076,0.522389,0.666667,0.90378,0.5,0.378378,0.914894,0.317073,0.7,0.74026,0.08,0.166667,1
0.614953,0.578059,0.161692,0.212121,0.910653,0.727273,0.432432,0.865248,0.121951,0.7,0.78355,0.130667,0.166667,0.965517
0.621807,0.584388,0.121891,0.484848,0.886598,0.681818,0.243243,0.858156,0.121951,0.733333,0.74026,0.093333,0.166667,1
0.48972,0.445148,0.350746,0.151515,0.893471,0.772727,0.459459,0.943262,0.560976,0.7,0.74026,0.096,0.166667,1
0.583178,0.50211,0.41791,0.181818,0.883162,0.727273,0.567568,0.93617,0.682927,0.7,0.74026,0.08,0.166667,1
0.697819,0.685654,0.507463,0.757576,0.883162,0.772727,0.459459,0.93617,0.317073,0.633333,0.78355,0.077333,0.166667,1
0.634891,0.597046,0.199005,0.242424,0.893471,0.727273,0.324324,0.808511,0.170732,0.733333,0.69697,0.109333,0.166667,1
0.572586,0.567511,0.485074,0.393939,0.890034,0.272727,0.432432,0.808511,0.243902,0.633333,0.82684,0.138667,0.166667,1
0.500312,0.470464,0.644278,0.363636,0.914089,0.681818,0.405405,0.87234,0.170732,0.7,0.82684,0.122667,0.166667,1
0.588162,0.582278,0.313433,0.151515,0.917526,0.727273,0.567568,0.914894,0.439024,0.733333,0.74026,0.056,0.166667,1
0.43053,0.449367,0.375622,0.424242,0.907216,0.772727,0.324324,0.865248,0.170732,0.7,0.74026,0.074667,0.166667,1
0.482243,0.529536,0.524876,0.30303,0.900344,0.545455,0.378378,0.87234,0.365854,0.666667,0.82684,0.170667,0.166667,1
0.330218,0.310127,0.415423,0.393939,0.879725,0.545455,0.540541,0.914894,0.365854,0.633333,0.65368,0.173333,0.166667,0.965517
0.714019,0.675105,0.328359,0.181818,0.90378,0.772727,0.27027,0.907801,0.121951,0.366667,0.74026,0.405333,0.166667,0.965517
0.6,0.639241,0.325871,0.242424,0.90378,0.409091,0.297297,0.886525,0.439024,0.266667,0.52381,0.082667,0.166667,1
0.672274,0.71308,0.502487,0.272727,0.893471,0.727273,0.513514,0.929078,0.682927,0.166667,0.69697,0.106667,0.166667,1
0.495327,0.421941,0.532338,0.727273,0.883162,0.727273,0.567568,0.93617,0.487805,0.466667,0.69697,0.106667,0.166667,1
0.629283,0.64135,0.579602,0.242424,0.178694,0.090909,0.621622,0.921986,0.487805,0.233333,0.61039,0.101333,0.166667,1
0.818692,0.824895,0.373134,0.424242,0.893471,0.772727,0.540541,0.921986,0.439024,0.4,0.69697,0.157333,0.166667,1
0.728349,0.635021,0.460199,0.333333,0.893471,0.772727,0.297297,0.950355,0.317073,0.466667,0.69697,0.213333,0.166667,0.965517
0.576947,0.518987,0.410448,0.878788,0.883162,0.318182,0.486486,0.907801,0.317073,0.266667,0.5671,0.101333,0.166667,1
0.737072,0.801688,0.539801,0.181818,0.907216,0.909091,0.540541,0.907801,0.682927,0.433333,0.69697,0.184,0.166667,1
0.552648,0.525316,0.057214,0.151515,0.886598,0.727273,0.567568,0.907801,0.365854,0.533333,0.74026,0.210667,0.166667,1
0.543925,0.559072,0.636816,0.151515,0.965636,0.318182,0.405405,0.950355,0.365854,0.7,0.61039,0.085333,0.166667,1
0.143925,0.135021,0.082089,0.181818,0.90378,0.727273,0.324324,0.865248,0.170732,0.766667,0.61039,0.082667,0.166667,1
0.491589,0.462025,0.71393,0.363636,0.896907,0.727273,0.432432,0.93617,0.243902,0.766667,0.350649,0.074667,0.166667,0.965517
0.532087,0.5,0.291045,0.545455,0.890034,0.772727,0.432432,0.93617,0.317073,0.666667,0.69697,0.117333,0.166667,0.965517
0.523364,0.447257,0.199005,0.121212,0.90378,0.772727,0.351351,0.893617,0.487805,0.833333,0.65368,0.114667,0.166667,1
0.490966,0.537975,0.161692,0.424242,0.890034,0.636364,0.27027,0.907801,0.365854,0.7,0.78355,0.202667,0.333333,0.965517
0.648598,0.609705,0.410448,0.515152,0.865979,0.681818,0.405405,0.794326,0.170732,0.733333,0.78355,0.064,0.166667,0.965517
0.540187,0.491561,0.402985,0.30303,0.90378,0.727273,0.486486,0.893617,0.756098,0.766667,0.82684,0.053333,0.166667,0.965517
0.604984,0.618143,0.251244,0.575758,0.879725,0.727273,0.486486,0.879433,0.317073,0.8,0.74026,0.122667,0.166667,1
0.47352,0.445148,0.218906,0.545455,0.896907,0.727273,0.594595,0.851064,0.487805,0.7,0.74026,0.149333,0.166667,0.965517
0.233645,0.219409,0.502487,0.30303,0.931271,0.772727,0.540541,0.879433,0.365854,0.8,0.65368,0.058667,0.166667,1
0.666667,0.656118,0.30597,0.333333,0.896907,0.5,0.486486,0.886525,0.439024,0.833333,0.74026,0.098667,0.166667,1
0.58567,0.599156,0.574627,0.454545,0.886598,0.636364,0.351351,0.900709,0.317073,0.6,0.82684,0.082667,0.166667,0.965517
0.633022,0.675105,0.59204,0.30303,0.920962,0.727273,0.432432,0.957447,0.487805,0.633333,0.82684,0.066667,0.166667,1
0.56324,0.529536,0.363184,0.212121,0.876289,0.727273,0.486486,0.929078,0.560976,0.733333,0.87013,0.114667,0.166667,1
0.606231,0.599156,0.393035,0.212121,0.914089,0.772727,0.567568,0.921986,0.878049,0.633333,0.78355,0.045333,0.166667,1
0.460436,0.462025,0.134329,0.242424,0.886598,0.727273,0.405405,0.914894,0.756098,0.733333,0.69697,0.050667,0.166667,1
0.396262,0.413502,0.358208,0.181818,0.90378,0.409091,0.459459,0.950355,0.756098,0.733333,0.82684,0.106667,0.333333,0.965517
0.504673,0.474684,0.176617,0.121212,0.896907,0.727273,0.513514,0.893617,0.365854,0.633333,0.78355,0.138667,0.166667,0.965517
0.619315,0.611814,0.161692,0.272727,0.900344,0.727273,0.540541,0.836879,0.170732,0.7,0.78355,0.170667,0.333333,1
0.505296,0.504219,0.283582,0.69697,0.924399,0.636364,0.378378,0.87234,0.243902,0.666667,0.5671,0.093333,0.166667,1
0.536449,0.533755,0.320895,0.69697,0.869416,0.727273,0.324324,0.87234,0.243902,0.566667,0.65368,0.192,0.333333,0.965517
0.619315,0.582278,0.502487,0.575758,0.896907,0.727273,0.378378,0.914894,0.243902,0.5,0.65368,0.082667,0.166667,1
0.574455,0.540084,0.161692,0.272727,0.907216,0.772727,0.486486,0.886525,0.487805,0.7,0.61039,0.176,0.166667,1
0.634891,0.597046,0.206467,0.212121,0.907216,0.545455,0.405405,0.886525,0.170732,0.7,0.65368,0.074667,0.166667,0.965517
0.56947,0.506329,0.129353,0.666667,0.876289,0.454545,0.216216,0.801418,0,0.766667,0.5671,0.136,0.166667,1
0.509034,0.449367,0.39801,0.121212,0.893471,0.409091,0.459459,0.929078,0.439024,0.666667,0.74026,0.077333,0.333333,0.965517
0.710903,0.647679,0.368159,0.242424,0.872852,0.727273,0.459459,0.914894,0.243902,0.633333,0.74026,0.109333,0.166667,0.965517
0.325234,0.305907,0.308457,0.272727,0.90378,0.772727,0.378378,0.886525,0.365854,0.566667,0.74026,0.058667,0.166667,0.965517
0.689097,0.677215,0.216418,0.454545,0.900344,0.545455,0.486486,0.836879,0.317073,0.733333,0.52381,0.16,0.166667,1
0.603738,0.567511,0.644278,0.545455,0.883162,0.727273,0.243243,0.921986,0.170732,0.633333,0.52381,0.178667,0.166667,0.965517
0.624299,0.616034,0.539801,0.606061,0.910653,0.727273,0.405405,0.900709,0.439024,0.666667,0.69697,0.114667,0.166667,1
0.751402,0.677215,0.425374,0.575758,0.876289,0.5,0.540541,0.900709,0.560976,0.566667,0.74026,0.061333,0.166667,0.965517
0.571963,0.616034,0.343284,0.272727,0.890034,0.727273,0.486486,0.921986,0.756098,0.666667,0.69697,0.128,0.166667,0.965517
0.753894,0.708861,0.569651,0.424242,0.900344,0.772727,0.351351,0.93617,0.365854,0.633333,0.78355,0.053333,0.166667,1
0.269782,0.2827,0.223881,0.30303,0.900344,0.5,0.297297,0.921986,0.317073,0.8,0.69697,0.149333,0.166667,1
0.533333,0.478903,0.144279,0.30303,0.907216,0.772727,0.297297,0.886525,0.365854,0.2,0.69697,0.184,0.166667,1
0.642368,0.71097,0.261194,0.484848,0.896907,0.772727,0.378378,0.87234,0.439024,0.533333,0.480519,0.064,0.166667,1
0.528972,0.544304,0.427861,0.181818,0.886598,0.681818,0.594595,0.93617,0.756098,0.266667,0.69697,0.096,0.166667,1
0.653583,0.594937,0.328359,0.181818,0.924399,0.636364,0.351351,0.836879,0.317073,0.533333,0.82684,0.064,0.166667,1
0.621807,0.664557,0.43781,0.393939,0.907216,0.772727,0.378378,0.929078,0.243902,0.2,0.74026,0.045333,0.166667,1
0.816199,0.852321,0.293532,0.454545,0.914089,0.545455,0.378378,0.787234,0.04878,0.333333,0.437229,0.117333,0.166667,1
0.604984,0.550633,0.410448,0.272727,0.886598,0.772727,0.378378,0.893617,0.121951,0.366667,0.78355,0.154667,0.166667,0.965517
0.675389,0.660338,0.465174,0.454545,0.896907,0.818182,0.324324,0.787234,0.365854,0.433333,0.82684,0.234667,0.166667,1
0.414953,0.481013,0.527363,0.272727,0.941581,0.818182,0.351351,0.893617,0.439024,0.566667,0.74026,0.048,0.166667,1
0.533333,0.478903,0.159204,0.060606,0.910653,0.5,0.540541,0.87234,0.439024,0.533333,0.69697,0.261333,0.333333,1
0.515888,0.485232,0.636816,0.636364,0.917526,0.818182,0.351351,0.914894,0.439024,0.7,0.82684,0.090667,0.166667,0.965517
0.529595,0.49789,0.241294,0.575758,0.900344,0.545455,0.513514,0.893617,0.487805,0.7,0.69697,0.096,0.166667,1
0.782555,0.71308,0.216418,0.212121,0.900344,0.5,0.513514,0.921986,0.634146,0.7,0.78355,0.104,0.333333,0.965517
0.610592,0.57384,0.243781,0.151515,0.886598,0.409091,0.378378,0.921986,0.365854,0.7,0.74026,0.512,0.333333,0.965517
0.437383,0.455696,0.144279,0.121212,0.893471,0.772727,0.486486,0.907801,0.365854,0.7,0.69697,0.122667,0.333333,0.965517
0.576947,0.57173,0.348259,0.151515,0.883162,0.227273,0.432432,0.921986,0.243902,0.7,0.82684,0.082667,0.333333,0.965517
0.504673,0.474684,0.226368,0.515152,0.900344,0.727273,0.513514,0.907801,0.439024,0.766667,0.74026,0.101333,0.333333,1
